fold,half_life_days,l2,alpha,beta,fund_loss,fit_seconds,log_loss_per_race,brier_score_per_race,ece_10bin,hit_rate_top1,hit_rate_top3,favorite_hit_rate,roi_edge20,n_bets_edge20,roi_edge30,n_bets_edge30,roi_edge40,n_bets_edge40,roi_edge50,n_bets_edge50,kelly_final_bankroll,kelly_pnl_pct,kelly_n_bets
fold2_val2025,913.125,0.001,-0.02540475796337581,1.090554047624168,10738.727371752997,6.438606199924834,1.6385007851987998,0.7492276044546149,0.006148884392958791,0.3682572614107884,0.7271784232365145,0.3656076651538074,,0,,0,,0,,0,1000.0,0.0,0
fold3_val2026Q1,913.125,0.001,0.004183537923988677,1.0318260191017674,11326.351573467906,3.1664579999633133,1.7079616827732222,0.7736823343923944,0.006462224971453397,0.3327239488117002,0.7056672760511883,0.3298059964726631,,0,,0,,0,,0,1000.0,0.0,0
fold4_val2026Q2,913.125,0.001,-0.037980310565670916,1.0468487183537263,11603.08765221163,4.522119499975815,1.6105174807233502,0.7510990919227943,0.0041971834770404325,0.360313315926893,0.7467362924281984,0.3575,,0,,0,,0,,0,1000.0,0.0,0
fold1_val2024,913.125,0.01,0.15901162084416795,1.0536945114121403,10092.69163575629,6.474342099973001,1.631530933134301,0.7451726973874511,0.005310921038575457,0.38004246284501064,0.7340764331210191,0.37551440329218105,,0,,0,,0,,0,1000.0,0.0,0
fold2_val2025,913.125,0.01,-0.02540817494907535,1.0905562840646597,10738.731175800152,5.889074299950153,1.6385007732656733,0.7492276115698332,0.006148842782188301,0.3682572614107884,0.7271784232365145,0.3656076651538074,,0,,0,,0,,0,1000.0,0.0,0
fold3_val2026Q1,913.125,0.01,0.004181596135843811,1.031826856365901,11326.356319841978,3.1197733000153676,1.7079616844612713,0.7736823384004695,0.0064622270851508274,0.3327239488117002,0.7056672760511883,0.3298059964726631,,0,,0,,0,,0,1000.0,0.0,0
fold4_val2026Q2,913.125,0.01,-0.036583937790677014,1.0464331994711917,11603.095604780823,4.1311907999916,1.6105246577647547,0.7510935047093035,0.00439588984602828,0.360313315926893,0.7467362924281984,0.3575,,0,,0,,0,,0,1000.0,0.0,0
fold1_val2024,913.125,0.1,0.15836820439629914,1.054025982535726,10092.656394294354,6.41294209996704,1.6315675841590962,0.7451894625019209,0.005375626021138495,0.38004246284501064,0.7340764331210191,0.37551440329218105,,0,,0,,0,,0,1000.0,0.0,0
fold2_val2025,913.125,0.1,-0.025431680401891272,1.09056419415472,10738.769169710964,5.980781499994919,1.6385006536643396,0.7492276397311586,0.00614880557944842,0.3682572614107884,0.7271784232365145,0.3656076651538074,,0,,0,,0,,0,1000.0,0.0,0
fold3_val2026Q1,913.125,0.1,0.00415999834156512,1.0318323687373134,11326.403632131458,3.1417636999394745,1.7079617010382309,0.7736823417555919,0.006462220409349656,0.3327239488117002,0.7056672760511883,0.3298059964726631,,0,,0,,0,,0,1000.0,0.0,0
